วันที่,จำนวนคนตาย,จำนวนคนบาดเจ็บ,,,,,,,,,,,,,,,,,
2022-07-27,54,2530,,,,,,,,,,,,,,,,,
2022-07-28,28,2311,,,,,,,,,,,,,,,,,
2022-07-29,27,2283,,,,,,,,,,,,,,,,,
2022-07-30,32,2305,,,,,,,,,,,,,,,,,
2022-07-31,36,2403,,,,,,,,,,,,,,,,,
2022-08-01,52,3038,,,,,,,,,,,,,,,,,
2022-08-02,39,2603,,,,,,,,,,,,,,,,,
2022-08-03,52,2614,,,,,,,,,,,,,,,,,
2022-08-04,35,2660,,,,,,,,,,,,,,,,,
2022-08-05,36,2738,,,,,,,,,,,,,,,,,
2022-08-06,24,2289,,,,,,,,,,,,,,,,,
2022-08-07,25,2130,,,,,,,,,,,,,,,,,
2022-08-08,49,2989,,,,,,,,,,,,,,,,,
2022-08-09,39,2516,,,,,,,,,,,,,,,,,
2022-08-10,44,2892,,,,,,,,,,,,,,,,,
2022-08-11,43,2566,,,,,,,,,,,,,,,,,
2022-08-12,17,2266,,,,,,,,,,,,,,,,,
2022-08-13,20,2144,,,,,,,,,,,,,,,,,
2022-08-14,18,2337,,,,,,,,,,,,,,,,,
2022-08-15,49,2888,,,,,,,,,,,,,,,,,
2022-08-16,51,2523,,,,,,,,,,,,,,,,,
2022-08-17,50,2642,,,,,,,,,,,,,,,,,
2022-08-18,45,2774,,,,,,,,,,,,,,,,,
2022-08-19,35,2759,,,,,,,,,,,,,,,,,
2022-08-20,30,2218,,,,,,,,,,,,,,,,,
2022-08-21,25,2336,,,,,,,,,,,,,,,,,
2022-08-22,56,2940,,,,,,,,,,,,,,,,,
2022-08-23,35,2586,,,,,,,,,,,,,,,,,
